BarnID,FarmerID,BarnAddress,HasHayLoft
846,846,5739 Elgar Crossing,0
847,847,5 Grasskamp Plaza,0
848,848,24058 Wayridge Center,1
849,849,7757 Everett Park,0
850,850,0378 Gulseth Way,0
851,851,4210 Lighthouse Bay Point,0
852,852,3726 Fairview Hill,1
853,853,47 5th Lane,0
854,854,37 Fieldstone Street,1
855,855,839 Macpherson Drive,1
856,856,552 Coleman Place,1
857,857,8021 Darwin Junction,0
858,858,6456 Bultman Point,0
859,859,576 Anderson Road,1
860,860,622 5th Lane,1
861,861,820 Debs Center,0
862,862,89645 Melrose Crossing,0
863,863,94 Knutson Avenue,0
864,864,39538 Huxley Point,0
865,865,55206 Burrows Court,1
866,866,2694 Cambridge Avenue,1
867,867,56 Independence Alley,1
868,868,2848 Bluejay Plaza,0
869,869,79262 Jenifer Circle,0
870,870,05192 Stoughton Hill,0
871,871,05532 Mcbride Center,1
872,872,7 Parkside Circle,0
873,873,707 Knutson Way,1
874,874,480 Gina Parkway,1
875,875,5951 Maple Alley,1
876,876,8 Grover Center,1
877,877,9 Golf Course Lane,1
878,878,674 Rowland Center,0
879,879,55708 Beilfuss Road,0
880,880,96 Golf Course Plaza,0
881,881,78 Basil Road,1
882,882,4 Beilfuss Avenue,0
883,883,25499 Trailsway Pass,0
884,884,42 La Follette Plaza,1
885,885,74546 Crest Line Lane,1
886,886,1 Maryland Trail,1
887,887,615 Arkansas Hill,1
888,888,2986 Donald Trail,0
889,889,260 Fremont Avenue,1
890,890,334 Bashford Way,1
891,891,88319 Northfield Drive,0
892,892,70 Golf Park,0
893,893,674 Melby Alley,0
894,894,73 Scoville Hill,0
895,895,27 Upham Parkway,1
896,896,472 Sherman Junction,0
897,897,11900 Esch Drive,1
898,898,9379 Northwestern Center,0
899,899,4293 Ryan Drive,0
900,900,0 Springs Hill,1
901,901,92323 Bobwhite Circle,0
902,902,4491 Towne Court,0
903,903,42 Valley Edge Street,1
904,904,2 Hermina Trail,0
905,905,26359 Moulton Park,1
906,906,7398 Canary Pass,1
907,907,3463 Monument Way,0
908,908,6870 Grayhawk Way,1
909,909,4561 Esch Road,0
910,910,43 Buell Terrace,1
911,911,10 Scott Way,0
912,912,90187 Golf View Hill,0
913,913,53 Village Terrace,1
914,914,9 Towne Trail,0
915,915,91926 Holmberg Pass,0
916,916,64695 Algoma Circle,1
917,917,569 Monument Way,1
918,918,96338 Manufacturers Point,0
919,919,92237 Dovetail Street,0
920,920,8101 Coolidge Center,0
921,921,908 Summer Ridge Parkway,0
922,922,45763 Granby Pass,1
923,923,1 Harbort Alley,1
924,924,38882 Becker Hill,1
925,925,7 Forest Run Alley,1
926,926,29 Calypso Hill,0
927,927,74 Summit Terrace,0
928,928,488 Sugar Way,1
929,929,27103 Mccormick Park,0
930,930,50 Beilfuss Avenue,0
931,931,57752 Grim Lane,0
932,932,681 Schmedeman Circle,0
933,933,0 Hansons Way,0
934,934,4683 Thierer Alley,1
935,935,0652 Iowa Point,1
936,936,1123 Rowland Crossing,0
937,937,0 Wayridge Junction,0
938,938,1073 Declaration Pass,1
939,939,87100 Darwin Street,0
940,940,031 International Drive,1
941,941,2829 Hanover Terrace,1
942,942,97 Hoard Way,1
943,943,5 Anzinger Junction,1
944,944,92 Burning Wood Court,1
945,945,8 New Castle Way,1
946,946,1995 Arrowood Center,0
947,947,9 Oxford Crossing,1
948,948,6 Ohio Alley,1
949,949,2 Thierer Avenue,1
950,950,01621 Ridgeview Drive,1
951,951,9 Little Fleur Crossing,0
952,952,6925 Pennsylvania Junction,1
953,953,31 Twin Pines Street,0
954,954,8 Vahlen Road,0
955,955,0233 Corben Street,0
956,956,17849 Burning Wood Street,1
957,957,44 Miller Circle,1
958,958,0873 Sachs Court,1
959,959,542 Green Ridge Place,0
960,960,10 Tony Road,0
961,961,87472 Hovde Lane,1
962,962,56 Warrior Hill,0
963,963,2512 Meadow Ridge Hill,0
964,964,2130 Oak Valley Hill,1
965,965,40 1st Point,1
966,966,1 Leroy Crossing,1
967,967,4878 Merchant Center,1
968,968,09718 Hallows Road,1
969,969,8169 Sloan Crossing,1
970,970,2257 Eastlawn Trail,1
971,971,55 Hansons Junction,0
972,972,3 Loeprich Trail,0
973,973,094 Mesta Park,0
974,974,663 Northfield Pass,1
975,975,0 Prairieview Crossing,0
976,976,64860 Autumn Leaf Junction,1
977,977,5664 Dryden Pass,1
978,978,77 Mariners Cove Hill,0
979,979,752 Main Parkway,0
980,980,871 Green Parkway,1
981,981,578 Iowa Center,0
982,982,8418 Oriole Lane,1
983,983,564 Fallview Hill,0
984,984,5311 Badeau Trail,0
985,985,78880 Fremont Road,0
986,986,06200 Elmside Plaza,1
987,987,0685 New Castle Lane,0
988,988,1591 Pepper Wood Place,1
989,989,82368 Bartillon Plaza,0
990,990,172 Bartillon Circle,1
991,991,5642 Longview Street,1
992,992,7 Old Shore Hill,0
993,993,799 Porter Trail,1
994,994,28 Oak Valley Way,0
995,995,3 Trailsway Alley,1
996,996,4 Laurel Center,0
997,997,3 Stang Plaza,0
998,998,12 Carberry Alley,1
999,999,85040 Spenser Court,1
1000,1000,49 Jana Junction,0
